leg_name,"Aagard, Douglas C.","Adams, J. Stuart","Alexander, Jeff","Allen, Sheryl L.","Andersen, Sylvia S.","Barrus, Roger E.","Becker, Ralph","Bigelow, Ron","Bird, Jim","Biskupski, Jackie","Bourdeaux, Duane E.","Bowman, DeMar Bud","Brown, Melvin R.","Buttars, Craig W.","Buxton, D. Gregg","Chavez-Houck, Rebecca","Christensen, LaVar","Clark, David","Clark, Stephen D.","Cosgrove, Tim M.","Cox, David N.","Curtis, Greg J.","Daw, Bradley M.","Dee, Brad L.","Donnelson, Glenn A.","Dougall, John","Draxler, Jack R.","Duckworth, Carl W.","Dunnigan, James A.","Ferrin, James A.","Ferry, Ben C.","Fisher, Janice M.","Fisher, Julie","Fowlke, Lorie D.","Frank, Craig A.","Froerer, Gage","Garn, Kevin S.","Gibson, Kerry W.","Gowans, James R.","Greenwood, Richard A.","Grover, Keith","Hansen, Neil A.","Hardy, Ann W.","Harper, Wayne A.","Hemingway, Lynn N.","Hendrickson, Neal B.","Herrod, Christopher N.","Hogue, David L.","Holdaway, Kory M.","Hughes, Gregory H.","Hunsaker, Fred R","Hutchings, Eric K.","Johnson, Bradley T.","Johnson, Christine A.","King, Brad","Kiser, Todd E.","Last, Bradley G.","Lawrence, M. Susan","Litvack, David","Lockhart, Rebecca D.","Mascaro, Steven R.","Mathis, John G.","McCartney, Ty","McGee, Rosalind J.","McIff, Kay L.","Menlove, Ronda Rudd","Morgan, Karen W.","Morley, Michael T.","Moss, Carol Spackman","Murray, Joseph G.","Neuenschwander, Paul A.","Newbold, Merlynn T.","Noel, Michael E.","Oda, Curtis","Painter, Patrick","Ray, Paul","Riesen, Phil","Sandstrom, Stephen E.","Seelig, Jennifer M.","Shurtliff, LaWanna","Snow, Gordon E.","Sumsion, Kenneth W.","Tilton, Aaron","Ure, David","Urquhart, Stephen H.","Walker, Mark W.","Wallace, Peggy","Webb, R. Curt","Wheatley, Mark A.","Wheeler, Richard W.","Wiley, Larry B.","Wimmer, Carl","Winn, Bradley A.","Wyatt, Scott L","Allen, Ron","Arent, Patrice M.","Bell, Gregory S.","Bramble, Curtis S.","Buttars, D. Chris","Christensen, Allen M.","Davis, Gene","Dmitrich, Mike","Eastman, Dan R.","Evans, Beverly Ann","Fife, Fred J.","Greiner, Jon J.","Hale, Karen","Hatch, Thomas V.","Hellewell, Parley G.","Hickman, John W.","Hillyard, Lyle W.","Jenkins, Scott K.","Julander, Paula F.","Killpack, Sheldon L.","Knudson, Peter C.","Madsen, Mark B.","Mansell, L. Alma","Mayne, Ed","Mayne, Karen","McCoy, Scott D.","Niederhauser, Wayne L.","Peterson, Darin G.","Stephenson, Howard A.","Stowell, Dennis E.","Thomas, David L.","Valentine, John L.","Van Tassell, Kevin T.","Waddoups, Michael G.","Walker, Carlene M.","Dayton, Margaret","Goodfellow, Brent H.","Jones, Patricia W.","Romero, Ross I."
"Hogue, David L.",10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,NA,10.0,10.0,NA,NA,10.0,10.0,10.0,NA,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,NA,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,NA,10.0,NA,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,NA,0.0,0.0,0.0,1.0,1.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,1.0,1.0,NA,0.0,0.0,NA,0.0,0.0,10.0,0.0,10.0,10.0
"Holdaway, Kory M.",10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,NA,10.0,10.0,NA,NA,10.0,10.0,10.0,NA,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,NA,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,NA,10.0,NA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,NA,1.0,0.0,0.0,0.0,1.0,1.0,NA,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,0.0,1.0,NA,0.0,0.0,NA,0.0,1.0,10.0,0.0,10.0,10.0
"Hughes, Gregory H.",10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,NA,10.0,10.0,NA,NA,10.0,10.0,10.0,NA,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,NA,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,NA,10.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,NA,0.0,0.0,0.0,1.0,0.0,0.0,NA,1.0,0.0,0.0,1.0,0.0,NA,0.0,NA,1.0,1.0,NA,0.0,0.0,NA,0.0,0.0,10.0,0.0,10.0,10.0
"Hunsaker, Fred R",10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,NA,10.0,10.0,NA,NA,10.0,10.0,10.0,NA,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,NA,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,NA,10.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,1.0,0.0,NA,0.0,1.0,0.0,0.0,0.0,NA,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,10.0,0.0,10.0,10.0
"Hutchings, Eric K.",10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,NA,10.0,10.0,NA,NA,10.0,10.0,10.0,NA,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,NA,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,NA,10.0,NA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,NA,1.0,0.0,0.0,0.0,1.0,NA,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,1.0,10.0,0.0,10.0,10.0
"Johnson, Bradley T.",10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,NA,10.0,10.0,NA,NA,10.0,10.0,10.0,NA,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,NA,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,NA,10.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,1.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,1.0,0.0,10.0,0.0,10.0,10.0
"Johnson, Christine A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"King, Brad",10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,NA,10.0,10.0,NA,NA,10.0,10.0,10.0,NA,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,NA,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,NA,10.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,10.0,0.0,10.0,10.0
"Kiser, Todd E.",10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,NA,10.0,10.0,NA,NA,10.0,10.0,10.0,NA,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,NA,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,NA,10.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,1.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,10.0,0.0,10.0,10.0
"Last, Bradley G.",10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,NA,10.0,10.0,NA,NA,10.0,10.0,10.0,NA,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,NA,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,NA,10.0,NA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,NA,1.0,1.0,0.0,0.0,0.0,NA,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,10.0,0.0,10.0,10.0
"Lawrence, M. Susan",10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,NA,10.0,10.0,NA,NA,10.0,10.0,10.0,NA,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,NA,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,NA,10.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,1.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,1.0,1.0,10.0,0.0,10.0,10.0
"Litvack, David",10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,NA,10.0,10.0,NA,NA,10.0,10.0,10.0,NA,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,NA,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,NA,10.0,NA,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,NA,1.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,10.0,0.0,10.0,10.0
"Lockhart, Rebecca D.",10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,NA,10.0,10.0,NA,NA,10.0,10.0,10.0,NA,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,NA,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,NA,10.0,NA,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,NA,1.0,0.0,0.0,0.0,0.0,NA,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,1.0,1.0,10.0,0.0,10.0,10.0
"Mascaro, Steven R.",10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,NA,10.0,10.0,NA,NA,10.0,10.0,10.0,NA,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,NA,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,NA,10.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,1.0,0.0,0.0,0.0,NA,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,10.0,0.0,10.0,10.0
"Mathis, John G.",10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,NA,10.0,10.0,NA,NA,10.0,10.0,10.0,NA,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,NA,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,NA,10.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,10.0,0.0,10.0,10.0
"McCartney, Ty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McGee, Rosalind J.",10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,NA,10.0,10.0,NA,NA,10.0,10.0,10.0,NA,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,NA,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,NA,10.0,NA,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,10.0,0.0,10.0,10.0
"McIff, Kay L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Menlove, Ronda Rudd",10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,NA,10.0,10.0,NA,NA,10.0,10.0,10.0,NA,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,NA,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,NA,10.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,NA,1.0,1.0,0.0,0.0,1.0,NA,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,10.0,0.0,10.0,10.0
"Morgan, Karen W.",10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,NA,10.0,10.0,NA,NA,10.0,10.0,10.0,NA,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,NA,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,NA,10.0,NA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,1.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,10.0,0.0,10.0,10.0
"Morley, Michael T.",10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,NA,10.0,10.0,NA,NA,10.0,10.0,10.0,NA,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,NA,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,NA,10.0,NA,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,NA,0.0,1.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,1.0,1.0,10.0,0.0,10.0,10.0
"Moss, Carol Spackman",10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,NA,10.0,10.0,NA,NA,10.0,10.0,10.0,NA,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,NA,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,NA,10.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,10.0,1.0,10.0,10.0
"Murray, Joseph G.",10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,NA,10.0,10.0,NA,NA,10.0,10.0,10.0,NA,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,NA,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,NA,10.0,NA,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,1.0,NA,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,10.0,0.0,10.0,10.0
"Neuenschwander, Paul A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Newbold, Merlynn T.",10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,NA,10.0,10.0,NA,NA,10.0,10.0,10.0,NA,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NA,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,NA,10.0,10.0,10.0,NA,10.0,10.0,10.0,10.0,10.0,NA,10.0,10.0,10.0,NA,NA,10.0,NA,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,1.0,0.0,NA,0.0,0.0,NA,1.0,1.0,10.0,0.0,10.0,10.0
